spec_id,taxonomy,option,controls,tier_spec,weight_id,outcome,endogenous_var,instrument_set,first_stage_f,first_stage_p,partial_r2,status,note
policy_block__full_iv__FE__mayor_gov_pres__w_owners_muni_univ,policy_block,full_iv,FE,mayor_gov_pres,w_owners_muni_univ,log_gdp,s_policy_block_Infra,a10_Z_w_owners_muni_univ_mayor_coalition_cycle_specific_policy_block_Agro + a10_Z_w_owners_muni_univ_mayor_coalition_cycle_specific_policy_block_Ind + a10_Z_w_owners_muni_univ_mayor_coalition_cycle_specific_policy_block_Infra + a10_Z_w_owners_muni_univ_mayor_coalition_cycle_specific_policy_block_Serv + a10_Z_w_owners_muni_univ_gov_coalition_cycle_specific_policy_block_Agro + a10_Z_w_owners_muni_univ_gov_coalition_cycle_specific_policy_block_Ind + a10_Z_w_owners_muni_univ_gov_coalition_cycle_specific_policy_block_Infra + a10_Z_w_owners_muni_univ_gov_coalition_cycle_specific_policy_block_Serv + a10_Z_w_owners_muni_univ_pres_coalition_cycle_specific_policy_block_Agro + a10_Z_w_owners_muni_univ_pres_coalition_cycle_specific_policy_block_Ind + a10_Z_w_owners_muni_univ_pres_coalition_cycle_specific_policy_block_Infra + a10_Z_w_owners_muni_univ_pres_coalition_cycle_specific_policy_block_Serv + a10_Ztotal_w_owners_muni_univ_mayor_coalition_cycle_specific_policy_block + a10_Ztotal_w_owners_muni_univ_gov_coalition_cycle_specific_policy_block + a10_Ztotal_w_owners_muni_univ_pres_coalition_cycle_specific_policy_block,2.80338577527018,0.000769700957047331,,ok,""
policy_block__full_iv__FE__mayor_gov_pres__w_owners_muni_univ,policy_block,full_iv,FE,mayor_gov_pres,w_owners_muni_univ,log_gdp,total_bndes_initial_gdp,a10_Z_w_owners_muni_univ_mayor_coalition_cycle_specific_policy_block_Agro + a10_Z_w_owners_muni_univ_mayor_coalition_cycle_specific_policy_block_Ind + a10_Z_w_owners_muni_univ_mayor_coalition_cycle_specific_policy_block_Infra + a10_Z_w_owners_muni_univ_mayor_coalition_cycle_specific_policy_block_Serv + a10_Z_w_owners_muni_univ_gov_coalition_cycle_specific_policy_block_Agro + a10_Z_w_owners_muni_univ_gov_coalition_cycle_specific_policy_block_Ind + a10_Z_w_owners_muni_univ_gov_coalition_cycle_specific_policy_block_Infra + a10_Z_w_owners_muni_univ_gov_coalition_cycle_specific_policy_block_Serv + a10_Z_w_owners_muni_univ_pres_coalition_cycle_specific_policy_block_Agro + a10_Z_w_owners_muni_univ_pres_coalition_cycle_specific_policy_block_Ind + a10_Z_w_owners_muni_univ_pres_coalition_cycle_specific_policy_block_Infra + a10_Z_w_owners_muni_univ_pres_coalition_cycle_specific_policy_block_Serv + a10_Ztotal_w_owners_muni_univ_mayor_coalition_cycle_specific_policy_block + a10_Ztotal_w_owners_muni_univ_gov_coalition_cycle_specific_policy_block + a10_Ztotal_w_owners_muni_univ_pres_coalition_cycle_specific_policy_block,1.22870894120876,0.255730790731279,,ok,""
policy_block__mixed__FE__mayor__w_owners_muni_univ,policy_block,mixed,FE,mayor,w_owners_muni_univ,log_gdp,total_bndes_initial_gdp,a10_Ztotal_w_owners_muni_univ_mayor_coalition_cycle_specific_policy_block,2.40107412945094,0.121255761936903,,ok,""
policy_block__mixed__FE__gov__w_owners_muni_univ,policy_block,mixed,FE,gov,w_owners_muni_univ,log_gdp,total_bndes_initial_gdp,a10_Ztotal_w_owners_muni_univ_gov_coalition_cycle_specific_policy_block,2.10696274531471,0.146633850581931,,ok,""
policy_block__mixed__FE__mayor_gov__w_owners_muni_univ,policy_block,mixed,FE,mayor_gov,w_owners_muni_univ,log_gdp,total_bndes_initial_gdp,a10_Ztotal_w_owners_muni_univ_mayor_coalition_cycle_specific_policy_block + a10_Ztotal_w_owners_muni_univ_gov_coalition_cycle_specific_policy_block,2.14905064468414,0.116601247553451,,ok,""
policy_block__mixed__FE__mayor_pres__w_owners_muni_univ,policy_block,mixed,FE,mayor_pres,w_owners_muni_univ,log_gdp,total_bndes_initial_gdp,a10_Ztotal_w_owners_muni_univ_mayor_coalition_cycle_specific_policy_block + a10_Ztotal_w_owners_muni_univ_pres_coalition_cycle_specific_policy_block,1.68046976901476,0.18629274751879,,ok,""
policy_block__mixed__FE__mayor_gov_pres__w_owners_muni_univ,policy_block,mixed,FE,mayor_gov_pres,w_owners_muni_univ,log_gdp,total_bndes_initial_gdp,a10_Ztotal_w_owners_muni_univ_mayor_coalition_cycle_specific_policy_block + a10_Ztotal_w_owners_muni_univ_gov_coalition_cycle_specific_policy_block + a10_Ztotal_w_owners_muni_univ_pres_coalition_cycle_specific_policy_block,1.97723946864128,0.114988717773815,,ok,""
S4__partial_iv__FE__mayor__w_owners_muni_univ,S4,partial_iv,FE,mayor,w_owners_muni_univ,log_gdp,s_S4_Pequena,a10_Z_w_owners_muni_univ_mayor_coalition_cycle_specific_S4_Micro + a10_Z_w_owners_muni_univ_mayor_coalition_cycle_specific_S4_Pequena + a10_Z_w_owners_muni_univ_mayor_coalition_cycle_specific_S4_Media + a10_Z_w_owners_muni_univ_mayor_coalition_cycle_specific_S4_Grande,2.00598481625179,0.0907157075754728,,ok,""
S4__partial_iv__FE__mayor__w_owners_muni_univ,S4,partial_iv,FE,mayor,w_owners_muni_univ,log_gdp,s_S4_Media,a10_Z_w_owners_muni_univ_mayor_coalition_cycle_specific_S4_Micro + a10_Z_w_owners_muni_univ_mayor_coalition_cycle_specific_S4_Pequena + a10_Z_w_owners_muni_univ_mayor_coalition_cycle_specific_S4_Media + a10_Z_w_owners_muni_univ_mayor_coalition_cycle_specific_S4_Grande,2.30230241466891,0.0560869063541022,,ok,""
S4__partial_iv__FE__mayor__w_owners_muni_univ,S4,partial_iv,FE,mayor,w_owners_muni_univ,log_gdp,s_S4_Grande,a10_Z_w_owners_muni_univ_mayor_coalition_cycle_specific_S4_Micro + a10_Z_w_owners_muni_univ_mayor_coalition_cycle_specific_S4_Pequena + a10_Z_w_owners_muni_univ_mayor_coalition_cycle_specific_S4_Media + a10_Z_w_owners_muni_univ_mayor_coalition_cycle_specific_S4_Grande,0.662007992623384,0.618340291645344,,ok,""
S4__partial_iv__FE__gov__w_owners_muni_univ,S4,partial_iv,FE,gov,w_owners_muni_univ,log_gdp,s_S4_Pequena,a10_Z_w_owners_muni_univ_gov_coalition_cycle_specific_S4_Micro + a10_Z_w_owners_muni_univ_gov_coalition_cycle_specific_S4_Pequena + a10_Z_w_owners_muni_univ_gov_coalition_cycle_specific_S4_Media + a10_Z_w_owners_muni_univ_gov_coalition_cycle_specific_S4_Grande,1.8264888781951,0.120587554056103,,ok,""
S4__partial_iv__FE__gov__w_owners_muni_univ,S4,partial_iv,FE,gov,w_owners_muni_univ,log_gdp,s_S4_Media,a10_Z_w_owners_muni_univ_gov_coalition_cycle_specific_S4_Micro + a10_Z_w_owners_muni_univ_gov_coalition_cycle_specific_S4_Pequena + a10_Z_w_owners_muni_univ_gov_coalition_cycle_specific_S4_Media + a10_Z_w_owners_muni_univ_gov_coalition_cycle_specific_S4_Grande,1.88257259202836,0.110391889571313,,ok,""
S4__partial_iv__FE__gov__w_owners_muni_univ,S4,partial_iv,FE,gov,w_owners_muni_univ,log_gdp,s_S4_Grande,a10_Z_w_owners_muni_univ_gov_coalition_cycle_specific_S4_Micro + a10_Z_w_owners_muni_univ_gov_coalition_cycle_specific_S4_Pequena + a10_Z_w_owners_muni_univ_gov_coalition_cycle_specific_S4_Media + a10_Z_w_owners_muni_univ_gov_coalition_cycle_specific_S4_Grande,1.35276389091594,0.247669096221984,,ok,""
S4__partial_iv__FE__mayor_gov__w_owners_muni_univ,S4,partial_iv,FE,mayor_gov,w_owners_muni_univ,log_gdp,s_S4_Pequena,a10_Z_w_owners_muni_univ_mayor_coalition_cycle_specific_S4_Micro + a10_Z_w_owners_muni_univ_mayor_coalition_cycle_specific_S4_Pequena + a10_Z_w_owners_muni_univ_mayor_coalition_cycle_specific_S4_Media + a10_Z_w_owners_muni_univ_mayor_coalition_cycle_specific_S4_Grande + a10_Z_w_owners_muni_univ_gov_coalition_cycle_specific_S4_Micro + a10_Z_w_owners_muni_univ_gov_coalition_cycle_specific_S4_Pequena + a10_Z_w_owners_muni_univ_gov_coalition_cycle_specific_S4_Media + a10_Z_w_owners_muni_univ_gov_coalition_cycle_specific_S4_Grande,1.22501844291356,0.279350429662717,,ok,""
S4__partial_iv__FE__mayor_gov__w_owners_muni_univ,S4,partial_iv,FE,mayor_gov,w_owners_muni_univ,log_gdp,s_S4_Media,a10_Z_w_owners_muni_univ_mayor_coalition_cycle_specific_S4_Micro + a10_Z_w_owners_muni_univ_mayor_coalition_cycle_specific_S4_Pequena + a10_Z_w_owners_muni_univ_mayor_coalition_cycle_specific_S4_Media + a10_Z_w_owners_muni_univ_mayor_coalition_cycle_specific_S4_Grande + a10_Z_w_owners_muni_univ_gov_coalition_cycle_specific_S4_Micro + a10_Z_w_owners_muni_univ_gov_coalition_cycle_specific_S4_Pequena + a10_Z_w_owners_muni_univ_gov_coalition_cycle_specific_S4_Media + a10_Z_w_owners_muni_univ_gov_coalition_cycle_specific_S4_Grande,1.83367222648152,0.0659184789464144,,ok,""
S4__partial_iv__FE__mayor_gov__w_owners_muni_univ,S4,partial_iv,FE,mayor_gov,w_owners_muni_univ,log_gdp,s_S4_Grande,a10_Z_w_owners_muni_univ_mayor_coalition_cycle_specific_S4_Micro + a10_Z_w_owners_muni_univ_mayor_coalition_cycle_specific_S4_Pequena + a10_Z_w_owners_muni_univ_mayor_coalition_cycle_specific_S4_Media + a10_Z_w_owners_muni_univ_mayor_coalition_cycle_specific_S4_Grande + a10_Z_w_owners_muni_univ_gov_coalition_cycle_specific_S4_Micro + a10_Z_w_owners_muni_univ_gov_coalition_cycle_specific_S4_Pequena + a10_Z_w_owners_muni_univ_gov_coalition_cycle_specific_S4_Media + a10_Z_w_owners_muni_univ_gov_coalition_cycle_specific_S4_Grande,0.86929344842478,0.541570469770321,,ok,""
S4__partial_iv__FE__mayor_pres__w_owners_muni_univ,S4,partial_iv,FE,mayor_pres,w_owners_muni_univ,log_gdp,s_S4_Pequena,a10_Z_w_owners_muni_univ_mayor_coalition_cycle_specific_S4_Micro + a10_Z_w_owners_muni_univ_mayor_coalition_cycle_specific_S4_Pequena + a10_Z_w_owners_muni_univ_mayor_coalition_cycle_specific_S4_Media + a10_Z_w_owners_muni_univ_mayor_coalition_cycle_specific_S4_Grande + a10_Z_w_owners_muni_univ_pres_coalition_cycle_specific_S4_Micro + a10_Z_w_owners_muni_univ_pres_coalition_cycle_specific_S4_Pequena + a10_Z_w_owners_muni_univ_pres_coalition_cycle_specific_S4_Media + a10_Z_w_owners_muni_univ_pres_coalition_cycle_specific_S4_Grande,2.19071156596867,0.0250881680787068,,ok,""
S4__partial_iv__FE__mayor_pres__w_owners_muni_univ,S4,partial_iv,FE,mayor_pres,w_owners_muni_univ,log_gdp,s_S4_Media,a10_Z_w_owners_muni_univ_mayor_coalition_cycle_specific_S4_Micro + a10_Z_w_owners_muni_univ_mayor_coalition_cycle_specific_S4_Pequena + a10_Z_w_owners_muni_univ_mayor_coalition_cycle_specific_S4_Media + a10_Z_w_owners_muni_univ_mayor_coalition_cycle_specific_S4_Grande + a10_Z_w_owners_muni_univ_pres_coalition_cycle_specific_S4_Micro + a10_Z_w_owners_muni_univ_pres_coalition_cycle_specific_S4_Pequena + a10_Z_w_owners_muni_univ_pres_coalition_cycle_specific_S4_Media + a10_Z_w_owners_muni_univ_pres_coalition_cycle_specific_S4_Grande,2.25116502349777,0.0211664057356302,,ok,""
S4__partial_iv__FE__mayor_pres__w_owners_muni_univ,S4,partial_iv,FE,mayor_pres,w_owners_muni_univ,log_gdp,s_S4_Grande,a10_Z_w_owners_muni_univ_mayor_coalition_cycle_specific_S4_Micro + a10_Z_w_owners_muni_univ_mayor_coalition_cycle_specific_S4_Pequena + a10_Z_w_owners_muni_univ_mayor_coalition_cycle_specific_S4_Media + a10_Z_w_owners_muni_univ_mayor_coalition_cycle_specific_S4_Grande + a10_Z_w_owners_muni_univ_pres_coalition_cycle_specific_S4_Micro + a10_Z_w_owners_muni_univ_pres_coalition_cycle_specific_S4_Pequena + a10_Z_w_owners_muni_univ_pres_coalition_cycle_specific_S4_Media + a10_Z_w_owners_muni_univ_pres_coalition_cycle_specific_S4_Grande,1.28909584883825,0.243773892193229,,ok,""
S4__partial_iv__FE__mayor_gov_pres__w_owners_muni_univ,S4,partial_iv,FE,mayor_gov_pres,w_owners_muni_univ,log_gdp,s_S4_Pequena,a10_Z_w_owners_muni_univ_mayor_coalition_cycle_specific_S4_Micro + a10_Z_w_owners_muni_univ_mayor_coalition_cycle_specific_S4_Pequena + a10_Z_w_owners_muni_univ_mayor_coalition_cycle_specific_S4_Media + a10_Z_w_owners_muni_univ_mayor_coalition_cycle_specific_S4_Grande + a10_Z_w_owners_muni_univ_gov_coalition_cycle_specific_S4_Micro + a10_Z_w_owners_muni_univ_gov_coalition_cycle_specific_S4_Pequena + a10_Z_w_owners_muni_univ_gov_coalition_cycle_specific_S4_Media + a10_Z_w_owners_muni_univ_gov_coalition_cycle_specific_S4_Grande + a10_Z_w_owners_muni_univ_pres_coalition_cycle_specific_S4_Micro + a10_Z_w_owners_muni_univ_pres_coalition_cycle_specific_S4_Pequena + a10_Z_w_owners_muni_univ_pres_coalition_cycle_specific_S4_Media + a10_Z_w_owners_muni_univ_pres_coalition_cycle_specific_S4_Grande,1.54052200390719,0.101729361688246,,ok,""
S4__partial_iv__FE__mayor_gov_pres__w_owners_muni_univ,S4,partial_iv,FE,mayor_gov_pres,w_owners_muni_univ,log_gdp,s_S4_Media,a10_Z_w_owners_muni_univ_mayor_coalition_cycle_specific_S4_Micro + a10_Z_w_owners_muni_univ_mayor_coalition_cycle_specific_S4_Pequena + a10_Z_w_owners_muni_univ_mayor_coalition_cycle_specific_S4_Media + a10_Z_w_owners_muni_univ_mayor_coalition_cycle_specific_S4_Grande + a10_Z_w_owners_muni_univ_gov_coalition_cycle_specific_S4_Micro + a10_Z_w_owners_muni_univ_gov_coalition_cycle_specific_S4_Pequena + a10_Z_w_owners_muni_univ_gov_coalition_cycle_specific_S4_Media + a10_Z_w_owners_muni_univ_gov_coalition_cycle_specific_S4_Grande + a10_Z_w_owners_muni_univ_pres_coalition_cycle_specific_S4_Micro + a10_Z_w_owners_muni_univ_pres_coalition_cycle_specific_S4_Pequena + a10_Z_w_owners_muni_univ_pres_coalition_cycle_specific_S4_Media + a10_Z_w_owners_muni_univ_pres_coalition_cycle_specific_S4_Grande,1.89784470161571,0.0297215825293855,,ok,""
S4__partial_iv__FE__mayor_gov_pres__w_owners_muni_univ,S4,partial_iv,FE,mayor_gov_pres,w_owners_muni_univ,log_gdp,s_S4_Grande,a10_Z_w_owners_muni_univ_mayor_coalition_cycle_specific_S4_Micro + a10_Z_w_owners_muni_univ_mayor_coalition_cycle_specific_S4_Pequena + a10_Z_w_owners_muni_univ_mayor_coalition_cycle_specific_S4_Media + a10_Z_w_owners_muni_univ_mayor_coalition_cycle_specific_S4_Grande + a10_Z_w_owners_muni_univ_gov_coalition_cycle_specific_S4_Micro + a10_Z_w_owners_muni_univ_gov_coalition_cycle_specific_S4_Pequena + a10_Z_w_owners_muni_univ_gov_coalition_cycle_specific_S4_Media + a10_Z_w_owners_muni_univ_gov_coalition_cycle_specific_S4_Grande + a10_Z_w_owners_muni_univ_pres_coalition_cycle_specific_S4_Micro + a10_Z_w_owners_muni_univ_pres_coalition_cycle_specific_S4_Pequena + a10_Z_w_owners_muni_univ_pres_coalition_cycle_specific_S4_Media + a10_Z_w_owners_muni_univ_pres_coalition_cycle_specific_S4_Grande,1.16719018267469,0.300328735439524,,ok,""
S4__full_iv__FE__mayor__w_owners_muni_univ,S4,full_iv,FE,mayor,w_owners_muni_univ,log_gdp,s_S4_Pequena,a10_Z_w_owners_muni_univ_mayor_coalition_cycle_specific_S4_Micro + a10_Z_w_owners_muni_univ_mayor_coalition_cycle_specific_S4_Pequena + a10_Z_w_owners_muni_univ_mayor_coalition_cycle_specific_S4_Media + a10_Z_w_owners_muni_univ_mayor_coalition_cycle_specific_S4_Grande + a10_Ztotal_w_owners_muni_univ_mayor_coalition_cycle_specific_S4,1.99824623662833,0.0918460435385741,,ok,""
S4__full_iv__FE__mayor__w_owners_muni_univ,S4,full_iv,FE,mayor,w_owners_muni_univ,log_gdp,s_S4_Media,a10_Z_w_owners_muni_univ_mayor_coalition_cycle_specific_S4_Micro + a10_Z_w_owners_muni_univ_mayor_coalition_cycle_specific_S4_Pequena + a10_Z_w_owners_muni_univ_mayor_coalition_cycle_specific_S4_Media + a10_Z_w_owners_muni_univ_mayor_coalition_cycle_specific_S4_Grande + a10_Ztotal_w_owners_muni_univ_mayor_coalition_cycle_specific_S4,2.25589376149852,0.060522314973187,,ok,""
S4__full_iv__FE__mayor__w_owners_muni_univ,S4,full_iv,FE,mayor,w_owners_muni_univ,log_gdp,s_S4_Grande,a10_Z_w_owners_muni_univ_mayor_coalition_cycle_specific_S4_Micro + a10_Z_w_owners_muni_univ_mayor_coalition_cycle_specific_S4_Pequena + a10_Z_w_owners_muni_univ_mayor_coalition_cycle_specific_S4_Media + a10_Z_w_owners_muni_univ_mayor_coalition_cycle_specific_S4_Grande + a10_Ztotal_w_owners_muni_univ_mayor_coalition_cycle_specific_S4,0.647964130116615,0.628268011263814,,ok,""
S4__full_iv__FE__mayor__w_owners_muni_univ,S4,full_iv,FE,mayor,w_owners_muni_univ,log_gdp,total_bndes_initial_gdp,a10_Z_w_owners_muni_univ_mayor_coalition_cycle_specific_S4_Micro + a10_Z_w_owners_muni_univ_mayor_coalition_cycle_specific_S4_Pequena + a10_Z_w_owners_muni_univ_mayor_coalition_cycle_specific_S4_Media + a10_Z_w_owners_muni_univ_mayor_coalition_cycle_specific_S4_Grande + a10_Ztotal_w_owners_muni_univ_mayor_coalition_cycle_specific_S4,1.37344626784425,0.240286445216434,,ok,""
S4__full_iv__FE__gov__w_owners_muni_univ,S4,full_iv,FE,gov,w_owners_muni_univ,log_gdp,s_S4_Pequena,a10_Z_w_owners_muni_univ_gov_coalition_cycle_specific_S4_Micro + a10_Z_w_owners_muni_univ_gov_coalition_cycle_specific_S4_Pequena + a10_Z_w_owners_muni_univ_gov_coalition_cycle_specific_S4_Media + a10_Z_w_owners_muni_univ_gov_coalition_cycle_specific_S4_Grande + a10_Ztotal_w_owners_muni_univ_gov_coalition_cycle_specific_S4,1.82346059046842,0.121162153272213,,ok,""
S4__full_iv__FE__gov__w_owners_muni_univ,S4,full_iv,FE,gov,w_owners_muni_univ,log_gdp,s_S4_Media,a10_Z_w_owners_muni_univ_gov_coalition_cycle_specific_S4_Micro + a10_Z_w_owners_muni_univ_gov_coalition_cycle_specific_S4_Pequena + a10_Z_w_owners_muni_univ_gov_coalition_cycle_specific_S4_Media + a10_Z_w_owners_muni_univ_gov_coalition_cycle_specific_S4_Grande + a10_Ztotal_w_owners_muni_univ_gov_coalition_cycle_specific_S4,1.88420956362972,0.110106685930482,,ok,""
S4__full_iv__FE__gov__w_owners_muni_univ,S4,full_iv,FE,gov,w_owners_muni_univ,log_gdp,s_S4_Grande,a10_Z_w_owners_muni_univ_gov_coalition_cycle_specific_S4_Micro + a10_Z_w_owners_muni_univ_gov_coalition_cycle_specific_S4_Pequena + a10_Z_w_owners_muni_univ_gov_coalition_cycle_specific_S4_Media + a10_Z_w_owners_muni_univ_gov_coalition_cycle_specific_S4_Grande + a10_Ztotal_w_owners_muni_univ_gov_coalition_cycle_specific_S4,1.34331428270131,0.25110687695036,,ok,""
S4__full_iv__FE__gov__w_owners_muni_univ,S4,full_iv,FE,gov,w_owners_muni_univ,log_gdp,total_bndes_initial_gdp,a10_Z_w_owners_muni_univ_gov_coalition_cycle_specific_S4_Micro + a10_Z_w_owners_muni_univ_gov_coalition_cycle_specific_S4_Pequena + a10_Z_w_owners_muni_univ_gov_coalition_cycle_specific_S4_Media + a10_Z_w_owners_muni_univ_gov_coalition_cycle_specific_S4_Grande + a10_Ztotal_w_owners_muni_univ_gov_coalition_cycle_specific_S4,1.68191972010426,0.151009319860584,,ok,""
S4__full_iv__FE__mayor_gov__w_owners_muni_univ,S4,full_iv,FE,mayor_gov,w_owners_muni_univ,log_gdp,s_S4_Pequena,a10_Z_w_owners_muni_univ_mayor_coalition_cycle_specific_S4_Micro + a10_Z_w_owners_muni_univ_mayor_coalition_cycle_specific_S4_Pequena + a10_Z_w_owners_muni_univ_mayor_coalition_cycle_specific_S4_Media + a10_Z_w_owners_muni_univ_mayor_coalition_cycle_specific_S4_Grande + a10_Z_w_owners_muni_univ_gov_coalition_cycle_specific_S4_Micro + a10_Z_w_owners_muni_univ_gov_coalition_cycle_specific_S4_Pequena + a10_Z_w_owners_muni_univ_gov_coalition_cycle_specific_S4_Media + a10_Z_w_owners_muni_univ_gov_coalition_cycle_specific_S4_Grande + a10_Ztotal_w_owners_muni_univ_mayor_coalition_cycle_specific_S4 + a10_Ztotal_w_owners_muni_univ_gov_coalition_cycle_specific_S4,1.21882704292315,0.282983678358698,,ok,""
S4__full_iv__FE__mayor_gov__w_owners_muni_univ,S4,full_iv,FE,mayor_gov,w_owners_muni_univ,log_gdp,s_S4_Media,a10_Z_w_owners_muni_univ_mayor_coalition_cycle_specific_S4_Micro + a10_Z_w_owners_muni_univ_mayor_coalition_cycle_specific_S4_Pequena + a10_Z_w_owners_muni_univ_mayor_coalition_cycle_specific_S4_Media + a10_Z_w_owners_muni_univ_mayor_coalition_cycle_specific_S4_Grande + a10_Z_w_owners_muni_univ_gov_coalition_cycle_specific_S4_Micro + a10_Z_w_owners_muni_univ_gov_coalition_cycle_specific_S4_Pequena + a10_Z_w_owners_muni_univ_gov_coalition_cycle_specific_S4_Media + a10_Z_w_owners_muni_univ_gov_coalition_cycle_specific_S4_Grande + a10_Ztotal_w_owners_muni_univ_mayor_coalition_cycle_specific_S4 + a10_Ztotal_w_owners_muni_univ_gov_coalition_cycle_specific_S4,1.80864973739726,0.0703430515676554,,ok,""
S4__full_iv__FE__mayor_gov__w_owners_muni_univ,S4,full_iv,FE,mayor_gov,w_owners_muni_univ,log_gdp,s_S4_Grande,a10_Z_w_owners_muni_univ_mayor_coalition_cycle_specific_S4_Micro + a10_Z_w_owners_muni_univ_mayor_coalition_cycle_specific_S4_Pequena + a10_Z_w_owners_muni_univ_mayor_coalition_cycle_specific_S4_Media + a10_Z_w_owners_muni_univ_mayor_coalition_cycle_specific_S4_Grande + a10_Z_w_owners_muni_univ_gov_coalition_cycle_specific_S4_Micro + a10_Z_w_owners_muni_univ_gov_coalition_cycle_specific_S4_Pequena + a10_Z_w_owners_muni_univ_gov_coalition_cycle_specific_S4_Media + a10_Z_w_owners_muni_univ_gov_coalition_cycle_specific_S4_Grande + a10_Ztotal_w_owners_muni_univ_mayor_coalition_cycle_specific_S4 + a10_Ztotal_w_owners_muni_univ_gov_coalition_cycle_specific_S4,0.859435315079673,0.550128886120732,,ok,""
S4__full_iv__FE__mayor_gov__w_owners_muni_univ,S4,full_iv,FE,mayor_gov,w_owners_muni_univ,log_gdp,total_bndes_initial_gdp,a10_Z_w_owners_muni_univ_mayor_coalition_cycle_specific_S4_Micro + a10_Z_w_owners_muni_univ_mayor_coalition_cycle_specific_S4_Pequena + a10_Z_w_owners_muni_univ_mayor_coalition_cycle_specific_S4_Media + a10_Z_w_owners_muni_univ_mayor_coalition_cycle_specific_S4_Grande + a10_Z_w_owners_muni_univ_gov_coalition_cycle_specific_S4_Micro + a10_Z_w_owners_muni_univ_gov_coalition_cycle_specific_S4_Pequena + a10_Z_w_owners_muni_univ_gov_coalition_cycle_specific_S4_Media + a10_Z_w_owners_muni_univ_gov_coalition_cycle_specific_S4_Grande + a10_Ztotal_w_owners_muni_univ_mayor_coalition_cycle_specific_S4 + a10_Ztotal_w_owners_muni_univ_gov_coalition_cycle_specific_S4,1.85999761190374,0.061537557567316,,ok,""
S4__full_iv__FE__mayor_pres__w_owners_muni_univ,S4,full_iv,FE,mayor_pres,w_owners_muni_univ,log_gdp,s_S4_Pequena,a10_Z_w_owners_muni_univ_mayor_coalition_cycle_specific_S4_Micro + a10_Z_w_owners_muni_univ_mayor_coalition_cycle_specific_S4_Pequena + a10_Z_w_owners_muni_univ_mayor_coalition_cycle_specific_S4_Media + a10_Z_w_owners_muni_univ_mayor_coalition_cycle_specific_S4_Grande + a10_Z_w_owners_muni_univ_pres_coalition_cycle_specific_S4_Micro + a10_Z_w_owners_muni_univ_pres_coalition_cycle_specific_S4_Pequena + a10_Z_w_owners_muni_univ_pres_coalition_cycle_specific_S4_Media + a10_Z_w_owners_muni_univ_pres_coalition_cycle_specific_S4_Grande + a10_Ztotal_w_owners_muni_univ_mayor_coalition_cycle_specific_S4 + a10_Ztotal_w_owners_muni_univ_pres_coalition_cycle_specific_S4,2.18849148775296,0.0252444547768402,,ok,""
S4__full_iv__FE__mayor_pres__w_owners_muni_univ,S4,full_iv,FE,mayor_pres,w_owners_muni_univ,log_gdp,s_S4_Media,a10_Z_w_owners_muni_univ_mayor_coalition_cycle_specific_S4_Micro + a10_Z_w_owners_muni_univ_mayor_coalition_cycle_specific_S4_Pequena + a10_Z_w_owners_muni_univ_mayor_coalition_cycle_specific_S4_Media + a10_Z_w_owners_muni_univ_mayor_coalition_cycle_specific_S4_Grande + a10_Z_w_owners_muni_univ_pres_coalition_cycle_specific_S4_Micro + a10_Z_w_owners_muni_univ_pres_coalition_cycle_specific_S4_Pequena + a10_Z_w_owners_muni_univ_pres_coalition_cycle_specific_S4_Media + a10_Z_w_owners_muni_univ_pres_coalition_cycle_specific_S4_Grande + a10_Ztotal_w_owners_muni_univ_mayor_coalition_cycle_specific_S4 + a10_Ztotal_w_owners_muni_univ_pres_coalition_cycle_specific_S4,2.23262792896,0.0223028596803041,,ok,""
S4__full_iv__FE__mayor_pres__w_owners_muni_univ,S4,full_iv,FE,mayor_pres,w_owners_muni_univ,log_gdp,s_S4_Grande,a10_Z_w_owners_muni_univ_mayor_coalition_cycle_specific_S4_Micro + a10_Z_w_owners_muni_univ_mayor_coalition_cycle_specific_S4_Pequena + a10_Z_w_owners_muni_univ_mayor_coalition_cycle_specific_S4_Media + a10_Z_w_owners_muni_univ_mayor_coalition_cycle_specific_S4_Grande + a10_Z_w_owners_muni_univ_pres_coalition_cycle_specific_S4_Micro + a10_Z_w_owners_muni_univ_pres_coalition_cycle_specific_S4_Pequena + a10_Z_w_owners_muni_univ_pres_coalition_cycle_specific_S4_Media + a10_Z_w_owners_muni_univ_pres_coalition_cycle_specific_S4_Grande + a10_Ztotal_w_owners_muni_univ_mayor_coalition_cycle_specific_S4 + a10_Ztotal_w_owners_muni_univ_pres_coalition_cycle_specific_S4,1.28676369027408,0.245004575404349,,ok,""
